Time,People_Count,Violations,Min_Distance
20:51:26,1,0,
20:51:26,2,1,151.3917375855895
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:26,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:27,1,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:28,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:29,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:30,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:31,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:32,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:33,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:34,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:35,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:36,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:37,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:38,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:39,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:40,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:41,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:42,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:43,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:44,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:45,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:46,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:47,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:48,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:49,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:50,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:51,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:52,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
20:51:53,0,0,
